id,slope,r_squared,slope_norm,n_phases,phase_sequence,peak_mass,peak_frame,trough_mass,mean_mass,active_fraction_t0,n_cells_t0,max_cell_area_t0,spatial_type,lifecycle_class,intensity_percentile,duration_frames,recommended_N_hint
S835532,-522547.728367347,0.35571697944733927,-1.4483,1,D,37601280.0,5,8639516.0,19002130.836734693,0.7173190646701388,63,104274,mcs,RAPID_DECAY,9.4,49,2500
S822352,980413.816122449,0.7353980721464459,2.5772,1,G,35558138.0,31,341184.0,14353091.551020408,0.025126139322916668,31,924,cluster,RAPID_GROWTH,97.8,49,2075
S809699,44428.54612244899,0.8930229009078128,0.0703,1,G,6753184.0,48,4401985.0,5940829.510204081,0.3262939453125,79,42607,mcs,STEADY,66.4,49,2500
S834829,-168021.79489795922,0.018997552451801764,-0.4987,1,D,37601280.0,10,2003696.0,20023348.836734693,0.1474609375,41,4598,cluster,RAPID_DECAY,14.3,49,2500
S820456,14725.840612244903,0.5188882516203949,-0.0093,1,G,3956342.0,48,2532324.0,3063734.102040816,0.1739501953125,43,20845,cluster,STEADY,52.1,49,2500
S815039,-608711.3964285714,0.25163516000233327,-1.6791,1,G,37601280.0,7,142261.0,12714239.75510204,0.024373372395833332,34,1136,cluster,RAPID_DECAY,7.6,49,2224
S839976,1021815.8436734694,0.6817241842224517,2.6881,1,G,37601280.0,17,572281.0,24845032.714285713,0.04808213975694445,26,4446,cluster,RAPID_GROWTH,98.6,49,1848
S823959,-25387.13714285714,0.004729847818175118,-0.1167,2,D→G,37601280.0,5,34234.0,1745932.3265306123,0.03190782335069445,22,2787,cluster,EPISODIC,26.9,49,1631
S801234,-22213.68030612245,0.9862199832567856,-0.1082,1,D,1070082.0,0,106640.0,577185.3673469388,0.1297064887152778,115,3720,cluster,QUIESCENT,27.6,49,2500
S808425,19844.94265306122,0.978795271043847,0.0044,1,G,1272865.0,45,385003.0,774416.6326530612,0.03260633680555555,49,1358,cluster,QUIESCENT,54.5,49,2500
S826569,84059.57693877551,0.9418454531184441,0.1764,1,G,6496811.0,48,2500856.0,4954232.102040816,0.18989393446180555,87,15065,cluster,STEADY,77.4,49,2500
S812115,-61041.63071428572,0.8391092574351031,-0.2122,1,D,7379074.0,0,3500148.0,4768143.0,0.5984700520833334,38,82779,mcs,STEADY,20.2,49,2500
S817304,59741.929081632654,0.9766756419648251,0.1113,1,G,4153238.0,45,1460076.0,3056397.326530612,0.1518486870659722,51,8171,cluster,STEADY,71.4,49,2500
S839458,-791945.1487755103,0.4630802883798016,-2.1698,1,D,37601280.0,2,1187537.0,22760030.795918368,0.1078762478298611,43,7608,cluster,RAPID_DECAY,4.6,49,2500
S819694,60011.96295918368,0.7601623859704267,0.112,1,G,9080310.0,38,6387693.0,7982939.040816327,0.6311306423611112,67,88885,mcs,STEADY,71.8,49,2500
S837248,54172.14051020409,0.9730343916764372,0.0964,1,G,2242550.0,44,121893.0,1209156.5714285714,0.011990017361111112,21,772,cluster,STEADY,69.9,49,1561
S853732,-3416.5700000000015,0.06778692103001899,-0.0579,1,D,1780453.0,48,1142027.0,1469761.9591836734,0.11351182725694445,51,7910,cluster,STEADY,35.4,49,2500
S809213,-14124.453877551017,0.910857026037234,-0.0865,2,D→G,1493842.0,0,785755.0,1149149.469387755,0.2322048611111111,99,13789,cluster,STEADY,29.8,49,2500
S828427,93784.90071428572,0.9807693835324623,0.2025,1,G,5196216.0,48,1076351.0,3161655.775510204,0.1100735134548611,40,13175,cluster,STEADY,79.2,49,2500
S831693,-554830.9601020409,0.3371205469300536,-1.5348,1,G,37088242.0,4,2081012.0,12202859.142857144,0.9866129557291666,1,145482,mcs,RAPID_DECAY,8.9,49,1536
S833769,78810.73908163265,0.9904290753682216,0.1624,1,G,5080841.0,48,1341545.0,2961794.1428571427,0.0935329861111111,12,11316,cluster,STEADY,76.0,49,1193
S823637,5549.855306122448,0.28838302120386994,-0.0339,1,G,5348804.0,48,4525238.0,4842074.857142857,0.3287353515625,52,47840,mcs,STEADY,44.2,49,2500
S816114,7716.9171428571435,0.050035385487043414,-0.028,1,G,3571811.0,23,1860478.0,2855340.1428571427,0.15650770399305555,42,14688,cluster,STEADY,46.4,49,2500
S829989,57923.07030612248,0.9174762007996528,0.1064,1,G,2764920.0,48,35378.0,952015.8775510204,0.004177517361111111,9,208,quiescent,QUIESCENT,70.9,49,954
S840917,-1832.553367346939,0.021187531415284053,-0.0536,1,D,1127018.0,19,516373.0,845003.1020408163,0.03908962673611111,16,3049,cluster,STEADY,36.5,49,1339
S822718,-77738.44816326535,0.00677734223535877,-0.2569,1,D,37601280.0,8,4147767.0,27913292.87755102,0.645263671875,19,93381,mcs,STEADY,18.2,49,2095
S824092,677059.3708163266,0.5218192230975671,1.7647,1,G,37601280.0,11,5046317.0,30469983.775510203,0.4129096137152778,211,56173,mcs,RAPID_GROWTH,93.3,49,2500
S806409,164377.3939795918,0.040454125430226494,0.3915,1,G,37601280.0,28,2247909.0,9315941.040816326,0.2835286458333333,42,38363,mcs,STEADY,84.1,49,2500
S813010,5655.057755102042,0.2652860444287215,-0.0336,1,G,3366172.0,28,2786500.0,3101299.93877551,0.23116048177083334,51,29092,cluster,STEADY,44.3,49,2500
S834579,42345.18265306123,0.9254731813915376,0.0647,1,G,2151593.0,48,275861.0,1391212.448979592,0.021660698784722224,32,832,cluster,STEADY,65.8,49,2121
S837313,228114.44602040818,0.09705088492295144,0.5623,1,G,37599495.0,24,4283515.0,13086236.551020408,0.2964545355902778,38,43608,mcs,RAPID_GROWTH,85.5,49,2500
S817245,36517.42346938775,0.5460906011917149,0.0491,1,G,4456944.0,36,1790452.0,3792953.3469387754,0.12027994791666667,8,17709,cluster,STEADY,61.9,49,1020
S828489,694338.6218367348,0.4668198968430082,1.811,1,D,37601280.0,32,2889857.0,13828257.75510204,0.3531087239583333,131,48097,mcs,RAPID_GROWTH,93.7,49,2500
S816255,5371.910918367345,0.0868765972157225,-0.0343,1,G,3095116.0,27,2158169.0,2573745.326530612,0.2281765407986111,48,23826,cluster,STEADY,44.1,49,2500
S822765,445624.19448979595,0.13180860199284672,1.1448,1,G,37601280.0,18,1961749.0,19157586.06122449,0.14750840928819445,71,6397,cluster,RAPID_GROWTH,89.2,49,2500
S839434,30013.75387755103,0.0012812077322402599,0.0317,1,G,28670120.0,21,3152620.0,16627207.81632653,0.24729410807291666,42,25980,cluster,STEADY,58.4,49,2500
S829842,40129.47826530613,0.22227017564389553,0.0588,1,G,6074768.0,23,1971623.0,4511056.755102041,0.1515842013888889,41,11938,cluster,STEADY,64.4,49,2500
S836537,-283031.29908163263,0.24530466193901113,-0.8068,1,D,24529794.0,10,4158578.0,12379510.673469387,0.7257622612847222,20,100479,mcs,RAPID_DECAY,12.3,49,2225
S835132,-906853.9489795918,0.7318300803524452,-2.4776,2,P→D,37601280.0,0,5754337.0,20998646.734693877,1.0,1,147456,mcs,RAPID_DECAY,1.8,49,1550
S842355,-755088.0284693878,0.7572346219482775,-2.0711,1,D,26857471.0,3,973193.0,12361554.387755102,0.7651841905381944,33,108900,mcs,RAPID_DECAY,5.1,49,2500
S818697,-95848.64214285706,0.011066071015870092,-0.3054,1,D,34760452.0,15,3475745.0,16114980.020408163,0.4796006944444444,103,57779,mcs,STEADY,16.3,49,2500
S813625,32861.725204081646,0.8414229457517792,0.0393,1,G,3585955.0,42,1501334.0,2937484.6326530613,0.1006130642361111,68,3384,cluster,STEADY,59.3,49,2500
S839588,77576.83357142858,0.12918292522068545,0.1591,1,D,9000277.0,28,748272.0,4188342.5102040814,0.3493177625868056,64,48409,mcs,STEADY,75.6,49,2500
S838187,419517.1073469388,0.31494323283926434,1.0749,1,G,37601280.0,44,2103491.0,6272379.224489796,0.14654541015625,32,15401,cluster,RAPID_GROWTH,88.7,49,2246
S832567,271900.97755102045,0.08781482673983143,0.6795,1,G,37601280.0,20,5458922.0,22028801.387755103,0.7235310872395834,25,103480,mcs,RAPID_GROWTH,86.3,49,2473
S808486,58280.1336734694,0.8199206410722952,0.1074,1,G,6048638.0,44,2697569.0,5050299.673469388,0.1886867947048611,53,21582,cluster,STEADY,71.0,49,2500
S818290,-11414.230204081634,0.9482428119936568,-0.0793,1,D,537520.0,0,24706.0,290979.14285714284,0.04909939236111111,26,5160,cluster,QUIESCENT,31.0,49,1849
S836039,-851.2839795918367,0.14062615595900765,-0.051,1,D,159497.0,0,13453.0,54278.42857142857,0.016038682725694444,33,949,cluster,QUIESCENT,38.2,49,2166
S819889,97943.55183673471,0.9563039230544622,0.2136,1,G,4638231.0,45,457975.0,2897433.0204081633,0.03593614366319445,49,1599,cluster,STEADY,80.0,49,2500
S834291,-2108.4078571428563,0.06008828138866611,-0.0544,1,D,2026405.0,3,1449504.0,1656974.2653061224,0.11884223090277778,36,10594,cluster,STEADY,36.2,49,2418
S836643,-628169.3086734695,0.41261509315260403,-1.7312,1,D,37196340.0,8,440231.0,8054735.530612245,0.9889255099826388,1,145823,mcs,RAPID_DECAY,7.4,49,1538
S817027,15347.426938775512,0.9820884209105186,-0.0076,1,G,866378.0,48,151597.0,453098.7755102041,0.012437608506944444,11,1576,cluster,QUIESCENT,52.4,49,1062
S824223,1056243.5727551018,0.7079006517338242,2.7803,2,D→P,37601280.0,30,858497.0,15293269.18367347,0.1526217990451389,26,16013,cluster,RAPID_GROWTH,98.9,49,1952
S808581,60766.92091836734,0.760445045391919,0.114,1,G,5026340.0,33,1846113.0,4028292.0816326533,0.12516954210069445,13,10968,cluster,STEADY,72.4,49,1275
S805105,26252.417040816326,0.7317527851530801,0.0216,1,G,2285837.0,35,847870.0,1735364.469387755,0.08021375868055555,87,1965,cluster,STEADY,56.9,49,2500
S825929,-566870.3849999999,0.3828123243306515,-1.567,1,D,37601280.0,0,1330135.0,8285835.346938776,1.0,1,147456,mcs,RAPID_DECAY,8.6,49,1550
S822895,933464.9073469389,0.7669776731370058,2.4514,1,G,37601280.0,32,2542847.0,17048642.530612245,0.13201904296875,31,16920,cluster,RAPID_GROWTH,97.4,49,2182
S814193,-2022.111224489796,0.1935214447509494,-0.0541,1,D,1585691.0,22,1281260.0,1455429.8163265307,0.17194959852430555,143,12986,cluster,STEADY,36.3,49,2500
S820947,113079.5563265306,0.9463708337724848,0.2542,1,G,5082141.0,48,196526.0,2097712.836734694,0.024380154079861112,107,740,cluster,STEADY,81.6,49,2500
S827498,103931.2086734694,0.9740119487155563,0.2296,1,G,11320316.0,48,6082881.0,8632226.020408163,0.4548407660590278,47,62646,mcs,STEADY,80.7,49,2500
S824130,54480.92520408164,0.9972397719479518,0.0972,1,G,3287148.0,48,642722.0,1964854.693877551,0.04673936631944445,53,5256,cluster,STEADY,70.0,49,2500
S821850,6580.595714285713,0.6686968504115046,-0.0311,1,G,1150186.0,29,803821.0,1020560.5918367347,0.05514865451388889,16,5699,cluster,STEADY,45.1,49,1355
S837005,-13215.32632653061,0.8663363725811952,-0.0841,1,D,1886531.0,13,1238240.0,1638659.551020408,0.1853569878472222,73,14061,cluster,STEADY,30.1,49,2500
S806824,7848.292448979593,0.8058241462539827,-0.0277,1,G,686288.0,47,278838.0,413913.51020408166,0.059834798177083336,129,665,cluster,QUIESCENT,46.7,49,2500
S838734,7917.4612244898,0.1326187030464162,-0.0275,1,G,3107571.0,32,1938326.0,2634284.8163265307,0.1659817165798611,99,10525,cluster,STEADY,46.8,49,2500
S803598,-4377.839285714286,0.1043341135653505,-0.0604,1,D,3540713.0,16,2777088.0,3282215.9183673467,0.2376980251736111,38,31204,mcs,STEADY,34.8,49,2500
S836260,307937.7950000001,0.14527336425310222,0.7761,1,G,37601280.0,37,1573741.0,8506818.551020408,0.2576226128472222,20,36703,mcs,RAPID_GROWTH,86.6,49,1757
S825708,-700970.495612245,0.44539142491866623,-1.9262,2,G→D,37601280.0,2,1821523.0,11527008.530612245,0.1539984809027778,37,7287,cluster,GROWTH_DECAY,5.6,49,2500
S816052,14552.568163265307,0.17187795356779137,-0.0097,1,G,7538506.0,21,5639905.0,6767223.918367347,0.4030626085069444,35,39469,mcs,STEADY,51.8,49,2500
S837009,-241982.9198979592,0.14597535650289983,-0.6968,2,D→G,37601280.0,0,2945103.0,7769087.6122448975,1.0,1,147456,mcs,RAPID_DECAY,12.9,49,1550
S823822,35962.38877551022,0.5862688750243685,0.0476,1,G,6606358.0,41,4123948.0,5964091.632653061,0.3423936631944444,51,48121,mcs,STEADY,61.6,49,2500
S823852,608100.5033673471,0.478272492118027,1.58,1,G,37601280.0,41,1685699.0,9529939.285714285,0.1137424045138889,42,8952,cluster,RAPID_GROWTH,91.9,49,2500
S826362,45844.958673469395,0.8796146210724564,0.0741,1,G,2783933.0,41,732371.0,1647176.5102040817,0.052530924479166664,52,1354,cluster,STEADY,67.2,49,2500
S820768,14024.617755102036,0.0001371319190932598,-0.0112,1,G,37601280.0,17,565112.0,12103748.877551021,0.04690212673611111,73,1279,cluster,PLATEAU,51.5,49,2500
S819453,838002.4002040819,0.4538284525718762,2.1958,2,G→D,37601280.0,28,953211.0,14515586.346938776,0.12928602430555555,51,16669,cluster,GROWTH_DECAY,95.9,49,2500
S817502,-679839.3218367345,0.4470442856507944,-1.8696,1,D,37601280.0,0,10186.0,7286924.448979592,1.0,1,147456,mcs,RAPID_DECAY,6.5,49,1550
S798757,-60268.56428571429,0.9840160003247548,-0.2101,1,D,4107555.0,0,1453201.0,2854608.4081632653,0.3275417751736111,69,38205,mcs,STEADY,20.3,49,2500
S818815,93614.72989795917,0.9198641436175192,0.202,1,G,7571560.0,48,2807206.0,5688358.510204081,0.24311659071180555,53,28681,cluster,STEADY,79.1,49,2500
S817736,28984.936428571422,0.9539854032901627,0.0289,1,G,1234848.0,47,0.0,490332.02040816325,0.0,0,0,quiescent,QUIESCENT,57.9,49,500
S819134,26229.646020408163,0.9598287530496286,0.0215,1,G,1395361.0,48,162127.0,662746.693877551,0.011834038628472222,21,543,cluster,QUIESCENT,56.6,49,1561
S824470,87942.52173469386,0.9652444861036179,0.1868,1,G,3942732.0,48,18274.0,1523108.6326530613,0.0030653211805555555,8,286,quiescent,QUIESCENT,78.4,49,903
S836515,871671.575918367,0.7724272664260606,2.2859,1,G,31624488.0,47,2366010.0,17312473.020408165,0.2339545355902778,42,27089,cluster,RAPID_GROWTH,96.7,49,2500
S804333,-28629.300816326533,0.6975719224570307,-0.1254,1,D,3367013.0,0,1618114.0,2886467.612244898,0.2501627604166667,46,35205,mcs,STEADY,25.4,49,2500
S808005,-16457.77806122449,0.8345037511410933,-0.0928,1,D,2065306.0,15,1313355.0,1687045.918367347,0.16227891710069445,47,11981,cluster,STEADY,29.0,49,2500
S827358,11339.104489795915,0.6372945047940204,-0.0183,1,G,1785671.0,33,1076055.0,1456849.530612245,0.09208848741319445,25,7798,cluster,STEADY,49.7,49,1842
S824376,146689.64091836737,0.9812744719499991,0.3442,1,G,11136911.0,48,4298852.0,8316076.551020408,0.2793036566840278,14,41105,mcs,STEADY,83.8,49,1479
S825747,-599332.9386734695,0.4062465447792707,-1.6539,1,D,37601280.0,0,918375.0,7501945.0612244895,1.0,1,147456,mcs,RAPID_DECAY,7.9,49,1550
S821601,-12287.128877551022,0.95376719660582,-0.0816,1,D,511630.0,7,16221.0,259068.77551020408,0.05270724826388889,107,1962,cluster,QUIESCENT,30.7,49,2500
S816513,-127070.13775510203,0.0664627267926007,-0.3891,2,D→G,37601280.0,0,2580564.0,6371563.591836735,1.0,1,147456,mcs,EPISODIC,15.5,49,1550
S812762,-1636.8676530612256,0.011563438317492852,-0.0531,1,D,1693259.0,22,893039.0,1315015.9591836734,0.10504150390625,88,5818,cluster,STEADY,37.0,49,2500
S816859,51370.67530612245,0.4964792893662714,0.0889,1,D,10838839.0,37,7838327.0,9275767.204081632,0.5928548177083334,51,80610,mcs,STEADY,68.3,49,2500
S815393,19087.419591836737,0.13391936910768448,0.0024,1,G,4961468.0,23,2329254.0,4029521.7959183673,0.20844862196180555,51,27642,cluster,STEADY,53.9,49,2500
S819014,30815.91867346939,0.8683377864025952,0.0338,1,G,1822634.0,48,392340.0,883299.1020408163,0.054300944010416664,20,5085,cluster,STEADY,58.9,49,1554
S801829,26246.575306122446,0.8972614207699867,0.0216,1,G,2278740.0,40,962492.0,1762629.0204081633,0.0845608181423611,28,5190,cluster,STEADY,56.8,49,1984
S800227,64023.688265306184,0.00645159899021406,0.1228,1,G,37601280.0,25,4419539.0,15722193.81632653,0.8197224934895834,21,120451,mcs,STEADY,73.2,49,2369
S837163,58839.668979591836,0.910731179144441,0.1089,1,G,5377643.0,34,2792414.0,4197005.510204081,0.22829182942708334,94,13885,cluster,STEADY,71.2,49,2500
S841282,-804090.5924489796,0.7353099325129372,-2.2024,2,G→D,29313860.0,9,1708800.0,13320909.734693877,0.7979600694444444,15,112537,mcs,GROWTH_DECAY,4.2,49,2047
S836846,4281.0226530612235,0.18065712466704467,-0.0373,1,G,1850054.0,37,1312819.0,1641144.5918367347,0.1315985785590278,108,4349,cluster,STEADY,43.0,49,2500
S833477,169442.0036734694,0.01880844785611441,0.4051,1,G,37601280.0,14,911168.0,19326275.36734694,0.07110595703125,22,6002,cluster,STEADY,84.4,49,1671
S816130,1125.9003061224505,0.0007786963223161062,-0.0457,1,G,2587923.0,33,523397.0,1735650.224489796,0.09626600477430555,93,2501,cluster,STEADY,41.2,49,2500
S810852,10296.629183673465,0.06402263163527915,-0.0211,1,G,6822533.0,22,5024717.0,5978566.897959184,0.3178032769097222,20,46581,mcs,STEADY,48.3,49,1817
S817231,-32377.522244897955,0.6156254719737582,-0.1354,1,D,10045846.0,16,8188317.0,9527866.877551021,0.5698106553819444,39,81625,mcs,STEADY,24.6,49,2500
S807481,-2510.125000000001,0.006074902011263155,-0.0554,1,D,5241794.0,22,3473805.0,4516076.591836735,0.2876180013020833,41,31009,mcs,STEADY,35.8,49,2500
S826481,-28.037040816325963,4.012932503106974e-06,-0.0488,1,D,2861655.0,12,1807379.0,2372040.0816326533,0.13969590928819445,54,12859,cluster,STEADY,39.1,49,2500
S836267,17866.61612244898,0.45089000710417654,-0.0009,2,D→G,2314058.0,48,1068218.0,1609607.081632653,0.12885877821180555,31,17534,cluster,EPISODIC,53.2,49,2178
S836803,-112334.1123469388,0.1463302183471283,-0.3496,1,D,32340655.0,0,2696233.0,3937796.06122449,0.9013943142361112,3,132873,mcs,STEADY,15.9,49,1551
S822507,43874.05612244898,0.9815779736970272,0.0688,1,G,4363449.0,45,2204642.0,3494431.102040816,0.18037245008680555,88,10425,cluster,STEADY,66.0,49,2500
S823756,-692245.4194897959,0.505132604569456,-1.9028,2,P→D,37601280.0,0,1475461.0,11003711.102040816,1.0,1,147456,mcs,RAPID_DECAY,6.0,49,1550
S813599,-164179.89193877552,0.04036492187670212,-0.4884,1,D,37601280.0,13,644707.0,6680662.816326531,0.1680976019965278,42,21430,cluster,RAPID_DECAY,14.5,49,2500
S809218,-8460.74724489796,0.550348662250426,-0.0714,2,G→D,826916.0,17,334296.0,593861.0,0.047566731770833336,11,4621,cluster,QUIESCENT,33.0,49,1097
S819532,-584509.0043877551,0.5006481515313111,-1.6142,2,D→G,25912665.0,12,154173.0,8308461.857142857,0.017239040798611112,31,493,cluster,RAPID_DECAY,8.3,49,2067
S830087,-67950.25183673471,0.047878484902598675,-0.2307,2,D→G,18475742.0,0,772713.0,4268788.8367346935,0.4929131401909722,11,40895,mcs,EPISODIC,19.2,49,1542
S839858,26640.29704081633,0.7053538135762975,0.0226,1,G,3127097.0,37,1596643.0,2522726.5102040814,0.1288994683159722,15,13062,cluster,STEADY,57.2,49,1378
S830070,178489.61224489796,0.9422014586797564,0.4293,1,G,13280964.0,39,4779026.0,10232304.632653061,0.4131808810763889,54,50561,mcs,STEADY,84.5,49,2500
S819307,53527.168469387754,0.9636299547614785,0.0946,1,G,2833517.0,48,514904.0,1859229.0408163266,0.051384819878472224,40,3917,cluster,STEADY,69.7,49,2500
S827868,624917.9891836734,0.2660443528765995,1.625,1,G,37601280.0,27,902660.0,12994549.102040816,0.14936659071180555,126,15946,cluster,RAPID_GROWTH,92.1,49,2500
S822275,1195.8799999999999,0.6641877734274025,-0.0455,1,G,86747.0,48,7119.0,29259.571428571428,0.002658420138888889,11,310,quiescent,QUIESCENT,41.4,49,1052
S827023,1009375.5865306121,0.7468268519945974,2.6548,1,G,37601280.0,27,3889190.0,19303051.55102041,0.3180406358506944,68,39414,mcs,RAPID_GROWTH,98.5,49,2500
S822590,-654277.692857143,0.2629689135091881,-1.8011,2,G→D,37601280.0,6,29413.0,13927492.163265307,0.007575141059027778,18,643,quiescent,GROWTH_DECAY,7.1,49,1407
S806540,62741.55591836735,0.8692480029401479,0.1193,1,G,4860239.0,41,1962826.0,3752529.3469387754,0.2084893120659722,84,19537,cluster,STEADY,72.7,49,2500
S814819,3993.315102040816,0.4653371557950419,-0.038,2,G→D,1290864.0,31,976187.0,1115567.7142857143,0.08344184027777778,13,7495,cluster,GROWTH_DECAY,42.8,49,1233
S820650,-28874.87346938776,0.17034271770322162,-0.1261,1,D,9111786.0,20,5313993.0,8042980.571428572,0.4844902886284722,19,71268,mcs,STEADY,25.3,49,1934
S802586,-27916.68500000001,0.8595872927695666,-0.1235,1,D,1786323.0,0,254996.0,690770.5510204082,0.19407823350694445,108,21297,cluster,QUIESCENT,25.6,49,2500
S815061,-30492.721224489793,0.8999516894426461,-0.1304,1,D,3641101.0,1,2405735.0,3027206.387755102,0.2803141276041667,54,37286,mcs,STEADY,25.0,49,2500
S821079,67066.4286734694,0.877827707491177,0.1309,1,G,6702239.0,42,2943437.0,5415119.897959184,0.22056070963541666,27,31977,mcs,STEADY,73.6,49,2070
S820155,1054.0546938775508,0.18456071506354169,-0.0459,1,G,195842.0,26,57403.0,141513.1224489796,0.012396918402777778,39,625,cluster,QUIESCENT,41.1,49,2462
S832864,-1098190.8860204082,0.7509188704430799,-2.9901,2,P→D,37601280.0,0,791745.0,16912280.020408165,1.0,1,147456,mcs,RAPID_DECAY,0.2,49,1550
S828442,196393.0328571429,0.04316228517682846,0.4773,1,G,37601280.0,18,6644393.0,18622872.163265307,0.4764200846354167,84,62606,mcs,STEADY,84.8,49,2500
S842831,747331.2168367347,0.5399830715152493,1.9529,2,G→D,33545829.0,46,2944837.0,20072004.30612245,0.20029703776041666,5,29528,cluster,GROWTH_DECAY,94.5,49,950
S820077,-725348.6731632653,0.5413260196908583,-1.9915,2,P→D,37601280.0,0,1197041.0,10762661.632653061,1.0,1,147456,mcs,RAPID_DECAY,5.5,49,1550
S832009,-1008677.9283673472,0.7566337901284889,-2.7503,2,P→D,37601280.0,0,3817694.0,21556272.12244898,1.0,1,147456,mcs,RAPID_DECAY,1.1,49,1550
S823309,-886980.0270408163,0.5615727101101132,-2.4244,2,G→D,37601280.0,1,1219688.0,24309066.040816326,0.1141357421875,31,13700,cluster,GROWTH_DECAY,2.1,49,2164
S793011,-26285.473061224486,0.5354692785064684,-0.1191,1,D,3733898.0,14,1970224.0,3252011.387755102,0.26336669921875,98,29117,cluster,STEADY,26.3,49,2500
S827702,-44681.8687755102,0.9776293245799137,-0.1684,1,D,4575825.0,5,2514647.0,3701708.2653061226,0.35247802734375,61,50775,mcs,STEADY,22.2,49,2500
S820469,27243.936734693878,0.9068082758836168,0.0243,1,G,1723025.0,46,377372.0,1283908.306122449,0.035163031684027776,37,899,cluster,STEADY,57.3,49,2385
S814197,-10900.203979591839,0.3882150878822249,-0.0779,2,G→D,3129377.0,15,2330391.0,2667198.5102040814,0.24294026692708334,84,16279,cluster,GROWTH_DECAY,31.4,49,2500
S821106,-881610.4274489796,0.6937945281881455,-2.41,2,G→D,32183088.0,25,552655.0,20264156.14285714,0.8364122178819444,2,123328,mcs,GROWTH_DECAY,2.2,49,1436
S838028,62062.03806122452,0.007772921072949824,0.1175,1,G,27412675.0,22,486716.0,6439592.040816327,0.035400390625,11,2303,cluster,STEADY,72.5,49,1085
S819464,14548.383163265305,0.9352569869440361,-0.0098,1,G,784174.0,42,125588.0,502396.0816326531,0.016208224826388888,51,524,cluster,QUIESCENT,51.7,49,2500
S822946,9383.961734693878,0.3102513536787325,-0.0236,1,G,5462171.0,30,4359421.0,5176278.244897959,0.3264499240451389,30,43254,mcs,STEADY,47.7,49,2326
S805917,-35767.82510204083,0.877032920543239,-0.1445,1,D,3550670.0,3,1822352.0,2445898.7551020407,0.2805311414930556,71,24450,cluster,STEADY,23.6,49,2500
S826267,18440.306428571428,0.7718087652050988,0.0007,2,G→D,1984936.0,33,948260.0,1499440.693877551,0.07291666666666667,19,5929,cluster,GROWTH_DECAY,53.3,49,1522
S819164,532801.9538775511,0.23894563362337506,1.3783,1,G,37601280.0,27,2712715.0,14951377.42857143,0.3253987630208333,55,21849,cluster,RAPID_GROWTH,90.7,49,2500
S840330,-950017.6864285715,0.7407667638925982,-2.5932,2,D→G,37601280.0,0,3989293.0,17651215.469387755,1.0,1,147456,mcs,RAPID_DECAY,1.5,49,1550
S836910,562253.9423469389,0.5539837034524697,1.4572,1,G,31493567.0,38,4864891.0,11346197.06122449,0.2947184244791667,31,41678,mcs,RAPID_GROWTH,91.1,49,2344
S830859,13336.397346938777,0.609549064915672,-0.013,1,G,1271097.0,33,407248.0,991420.8775510204,0.027140299479166668,14,1057,cluster,STEADY,51.0,49,1227
S806159,53401.06693877552,0.9035479770024478,0.0943,1,G,3739427.0,43,1158704.0,2839683.4081632653,0.07952202690972222,14,11568,cluster,STEADY,69.4,49,1279
S815745,-62634.434897959174,0.0028676882548864004,-0.2165,1,D,37601280.0,16,738340.0,12701073.142857144,0.14501953125,47,12748,cluster,STEADY,19.9,49,2500
S822267,39867.585,0.9803054986109272,0.0581,1,G,2323503.0,48,413096.0,1187760.2653061224,0.038859049479166664,30,2296,cluster,STEADY,63.9,49,2038
S795218,15278.101632653063,0.15757690690331388,-0.0078,1,G,2967283.0,32,1205667.0,2239666.326530612,0.12917073567708334,75,6339,cluster,STEADY,52.3,49,2500
S830947,-7918.469897959185,0.10709841944914383,-0.0699,1,D,4767147.0,13,3479998.0,4084798.326530612,0.3183458116319444,34,29424,cluster,STEADY,33.4,49,2500
S825148,12690.07204081633,0.23241544980699383,-0.0147,1,G,6500212.0,0,5142094.0,5801232.346938776,0.4769219292534722,38,36365,mcs,STEADY,50.9,49,2500
S824755,-553210.3196938777,0.4570612372957952,-1.5304,2,D→G,32297353.0,0,2766981.0,12052399.897959184,0.86553955078125,5,126999,mcs,RAPID_DECAY,9.0,49,1615
S823610,-163754.3076530612,0.10328277439211472,-0.4873,1,D,37601280.0,0,3775503.0,9195147.24489796,1.0,1,147456,mcs,RAPID_DECAY,14.6,49,1550
S813188,-7674.050816326537,0.24764012890289153,-0.0693,1,D,1798282.0,0,1140451.0,1370030.3673469387,0.17640516493055555,18,22423,cluster,STEADY,33.7,49,1576
S826757,23678.181938775517,0.3098918491317693,0.0147,1,G,6188082.0,26,4228809.0,5311729.0612244895,0.3354220920138889,27,48268,mcs,STEADY,55.9,49,2185
S825238,60000.2643877551,0.7622476367210264,0.112,1,G,6064788.0,46,2924314.0,5215655.326530612,0.22147623697916666,44,13035,cluster,STEADY,71.7,49,2500
S827687,39881.35948979592,0.8118157571952264,0.0581,1,G,3478256.0,36,1678940.0,2699968.6938775512,0.1298489040798611,31,13709,cluster,STEADY,64.0,49,2179
S801693,-10234.562755102043,0.2507820478006268,-0.0761,1,D,5333298.0,20,4441217.0,4903068.693877551,0.3332180447048611,55,45867,mcs,STEADY,31.7,49,2500
S830348,83745.9174489796,0.9155003529600951,0.1756,1,G,4945367.0,37,1108871.0,3388712.0,0.10460069444444445,86,4308,cluster,STEADY,77.3,49,2500
